,Age,Gender,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
4228,95,Male,1.9,5.9,50,4,1.1,7,8,4,1.6,75,13,1.7,0.7,1.1,Browsing,9,6.5,5.4
4229,4,Other,5.7,5.2,67,7,1.5,5,6,5,1.3,117,17,1.5,3.1,1.0,Social Media,2,5.9,10.0
4230,90,Female,5.2,5.7,77,8,2.5,1,8,4,1.4,85,15,3.1,2.5,0.3,Social Media,3,7.1,10.0
4231,89,Female,5.6,6.5,77,4,0.5,10,9,1,1.8,70,11,2.5,0.7,0.0,Social Media,4,6.9,9.1
4232,57,Other,3.0,4.7,85,2,1.7,8,10,7,0.4,125,18,2.5,0.7,0.7,Social Media,4,2.9,10.0
4233,78,Other,8.0,7.2,72,0,1.7,4,6,9,1.3,23,18,2.4,0.9,0.9,Browsing,9,5.0,10.0
4234,32,Female,4.4,5.1,72,10,1.0,9,9,2,1.8,41,18,1.2,0.9,0.4,Education,7,5.5,8.4
4235,28,Male,3.6,8.7,51,4,1.6,10,10,4,1.1,119,7,1.7,0.0,1.9,Education,3,2.5,4.7
4236,43,Other,3.0,7.1,72,6,2.2,5,2,9,1.9,106,10,1.1,1.4,0.0,Education,1,5.0,6.1
4237,45,Male,3.2,6.9,53,0,0.8,6,4,3,0.8,144,19,1.9,2.0,0.4,Other,2,6.5,10.0
4238,92,Male,6.8,5.9,69,4,0.1,6,8,1,0.7,141,8,2.8,0.6,0.5,Browsing,4,7.7,10.0
4239,6,Male,3.2,6.8,85,3,0.2,10,9,8,0.6,119,20,1.1,2.3,0.9,Gaming,4,4.5,9.6
4240,34,Other,8.8,9.5,56,1,0.0,1,9,9,2.2,84,9,3.5,0.7,1.7,Gaming,10,6.6,10.0
4241,53,Other,4.9,8.7,85,9,0.7,2,8,7,1.7,41,18,3.2,0.9,1.4,Education,3,5.2,9.1
4242,90,Male,6.9,4.2,75,6,0.0,3,8,2,1.3,137,8,3.0,0.0,1.1,Other,3,4.8,10.0
4243,55,Female,4.7,5.9,83,9,0.6,4,7,9,1.1,51,5,1.6,3.7,0.0,Gaming,6,4.9,9.1
4244,36,Other,9.8,5.0,65,0,0.6,5,2,9,1.6,81,8,2.0,2.1,1.6,Education,10,8.1,10.0
4245,17,Other,4.9,5.0,93,1,1.3,5,3,8,1.5,85,7,1.1,1.2,0.8,Browsing,1,4.1,7.8
4246,33,Female,1.3,3.2,61,0,0.0,3,7,2,0.4,92,8,2.5,2.0,0.0,Education,3,10.3,7.6
4247,4,Male,3.1,5.0,92,0,0.5,2,1,7,1.2,93,9,2.4,2.7,0.7,Other,3,7.2,9.4
4248,76,Male,8.3,6.1,72,8,1.5,7,4,10,1.1,67,8,2.7,2.3,2.1,Browsing,5,5.0,10.0
4249,92,Female,2.3,7.1,59,9,0.5,2,6,4,1.5,43,15,2.9,2.5,2.0,Gaming,4,3.0,8.0
4250,69,Female,5.6,8.9,52,9,1.1,6,9,3,1.3,115,12,2.9,1.0,1.1,Browsing,9,7.4,9.8
4251,5,Female,3.3,9.3,85,4,0.5,1,9,10,1.0,59,5,2.7,3.3,1.5,Education,9,4.5,6.8
4252,32,Female,0.9,7.4,94,2,1.5,10,1,4,0.0,104,11,3.0,2.3,0.0,Browsing,4,3.4,6.8
4253,6,Female,5.0,5.3,77,9,1.0,6,6,9,1.1,122,15,2.8,0.8,0.9,Gaming,8,7.3,10.0
4254,19,Other,4.7,4.9,97,2,2.3,8,6,8,1.3,130,13,4.0,2.9,0.3,Gaming,9,5.3,10.0
4255,80,Female,7.5,8.0,84,3,0.0,8,1,3,1.4,111,12,2.2,0.9,0.7,Other,1,8.5,10.0
4256,32,Other,4.6,6.8,74,3,1.2,10,8,1,1.3,58,18,2.5,1.5,1.3,Browsing,1,9.8,10.0
4257,97,Male,1.3,5.4,70,5,0.8,9,3,10,0.8,133,6,2.3,2.6,1.6,Browsing,7,5.8,7.4
4258,16,Male,0.8,6.0,71,3,0.4,10,7,2,1.4,139,18,3.2,0.0,1.5,Gaming,10,6.3,7.4
4259,6,Male,4.4,5.6,53,2,0.3,9,9,7,0.9,66,12,3.1,2.4,0.7,Education,7,7.7,10.0
4260,95,Male,8.2,5.4,77,1,1.7,10,5,6,1.0,137,14,2.4,2.2,1.3,Gaming,10,9.3,10.0
4261,32,Female,2.6,4.5,62,2,0.0,9,4,6,1.0,46,14,2.9,0.0,0.7,Browsing,4,8.0,7.0
4262,39,Male,3.7,5.6,57,4,0.7,5,1,4,0.3,127,20,3.0,2.3,0.6,Browsing,8,3.8,10.0
4263,4,Other,4.7,3.6,99,7,1.4,8,8,4,1.1,105,5,1.9,1.1,1.2,Browsing,5,4.8,9.0
4264,2,Male,7.2,6.2,65,6,1.2,1,2,2,1.9,70,19,2.8,0.5,0.7,Browsing,4,4.5,10.0
4265,90,Female,6.3,6.5,83,9,2.0,3,7,1,1.5,82,17,2.7,1.7,0.6,Gaming,9,4.1,10.0
4266,10,Other,2.0,8.1,57,2,0.8,6,8,1,1.4,126,19,1.8,2.1,1.6,Gaming,1,5.6,8.2
4267,62,Male,9.7,6.6,71,0,0.9,9,9,4,0.4,71,13,1.3,1.0,1.5,Browsing,4,2.4,10.0
4268,84,Male,3.9,5.7,89,2,1.5,5,9,10,0.7,22,8,2.6,2.0,1.4,Browsing,6,6.8,7.7
4269,89,Other,8.7,5.8,57,10,0.1,4,8,10,2.1,129,18,2.8,2.4,3.0,Gaming,7,2.6,10.0
4270,48,Other,3.9,6.8,52,5,0.0,10,6,8,1.6,82,16,0.6,1.5,0.0,Other,6,5.2,7.4
4271,46,Female,0.9,7.1,76,0,1.3,2,8,2,0.3,37,19,2.9,3.0,0.3,Education,3,8.3,7.8
4272,85,Other,3.8,5.8,86,8,1.4,3,1,1,0.1,103,20,0.5,2.1,0.2,Gaming,4,3.0,9.6
4273,68,Other,9.5,7.5,90,4,0.0,1,3,10,0.6,136,18,2.6,0.4,0.8,Browsing,9,6.0,10.0
4274,26,Other,3.5,6.5,82,2,2.4,1,2,3,0.3,53,17,1.3,2.1,0.6,Social Media,4,1.6,8.1
4275,79,Male,5.1,6.6,98,7,1.0,9,7,1,0.9,92,11,2.9,1.3,1.2,Education,7,5.4,10.0
4276,31,Male,0.0,4.0,84,5,1.5,10,4,3,0.7,20,5,2.9,1.4,0.5,Other,5,4.2,3.7
4277,21,Male,4.0,9.5,90,4,1.8,7,1,8,1.9,99,5,2.8,2.1,0.6,Browsing,1,4.2,7.1
4278,72,Other,7.0,4.8,57,7,1.3,3,8,2,0.9,82,19,2.5,0.4,0.0,Browsing,7,6.6,10.0
4279,55,Male,3.5,6.7,76,6,1.1,9,4,7,0.7,107,15,2.3,1.8,1.6,Gaming,3,3.9,9.4
4280,61,Female,4.3,6.8,67,8,1.8,3,7,5,1.3,129,12,1.8,1.1,1.4,Education,4,4.7,8.8
4281,18,Female,3.7,5.5,84,1,0.5,10,5,6,0.8,98,6,3.0,0.9,1.3,Social Media,3,4.5,8.0
4282,72,Other,7.4,4.3,86,2,0.0,9,10,7,0.6,73,15,3.3,3.3,1.9,Other,7,8.1,10.0
4283,57,Female,4.0,7.5,54,9,1.2,6,6,8,1.3,130,11,3.1,2.8,1.4,Education,10,10.8,10.0
4284,12,Other,3.8,6.4,86,9,0.0,9,9,5,0.4,20,20,2.6,1.5,1.9,Browsing,1,2.5,9.1
4285,6,Other,5.7,4.0,68,3,0.0,7,9,10,0.3,149,8,4.6,1.6,0.8,Social Media,6,4.7,10.0
4286,33,Other,3.9,7.8,72,10,1.8,5,7,1,1.5,145,20,1.4,1.5,0.6,Browsing,4,10.5,9.8
4287,23,Male,5.9,7.1,86,9,0.6,8,4,6,0.4,61,10,0.7,1.9,1.6,Social Media,7,4.5,8.2
4288,88,Male,3.2,7.0,100,3,0.6,5,8,5,0.5,35,11,2.2,1.6,0.7,Browsing,1,8.3,6.4
4289,70,Other,4.3,5.9,62,4,0.6,1,6,3,1.9,144,11,0.4,1.8,1.6,Social Media,1,10.2,8.6
4290,14,Female,5.4,5.1,92,1,0.0,1,4,1,0.9,146,8,3.1,1.7,1.4,Other,10,3.8,10.0
4291,9,Male,6.2,6.1,88,6,1.9,6,10,5,0.9,86,18,3.8,0.4,0.8,Browsing,9,5.3,10.0
4292,47,Other,2.4,7.9,69,6,1.2,7,7,8,0.4,68,8,1.6,0.1,1.3,Social Media,5,4.0,3.1
4293,46,Female,3.3,6.8,95,10,1.3,2,9,4,0.8,129,9,4.3,2.5,0.2,Education,10,5.4,10.0
4294,19,Male,8.1,9.3,54,3,0.3,7,1,9,1.6,118,20,2.9,1.4,1.4,Other,1,6.5,10.0
4295,86,Female,5.9,7.3,68,0,0.2,1,3,6,1.8,64,15,4.3,1.2,2.0,Education,4,10.5,10.0
4296,78,Other,4.1,7.3,93,7,0.7,9,5,3,2.0,118,9,3.5,0.7,0.5,Browsing,10,5.1,8.8
4297,7,Female,5.8,4.0,67,3,1.8,3,2,5,0.0,141,12,2.7,0.6,0.7,Social Media,1,6.4,10.0
4298,86,Male,3.8,5.7,58,10,0.7,1,6,5,1.3,70,19,1.3,2.5,1.2,Browsing,6,6.5,10.0
4299,58,Male,6.0,9.5,95,3,1.6,1,5,5,0.0,22,16,3.3,1.4,0.4,Social Media,1,7.3,9.6
4300,33,Other,3.9,6.5,70,0,0.7,9,1,1,1.3,74,6,2.5,1.7,0.4,Other,1,8.1,7.5
4301,58,Female,7.0,7.0,98,3,1.3,2,3,10,1.4,29,17,3.8,2.0,0.9,Social Media,6,8.1,10.0
4302,36,Male,8.1,5.0,58,2,0.9,2,3,5,1.6,30,15,3.5,1.6,0.8,Gaming,6,5.1,10.0
4303,85,Male,3.2,8.7,58,4,0.6,8,3,4,1.4,26,20,3.4,2.1,0.5,Education,5,7.7,8.9
4304,20,Female,7.3,6.9,50,1,1.1,10,10,1,0.3,130,17,3.7,1.6,0.1,Education,9,8.3,10.0
4305,95,Other,6.2,6.8,99,8,0.0,10,1,6,0.7,102,8,1.8,1.6,2.3,Social Media,10,3.9,9.8
4306,67,Female,5.2,9.2,72,6,1.4,5,5,9,1.4,45,14,2.9,0.8,1.7,Browsing,3,8.6,8.0
4307,61,Female,4.3,9.0,58,0,0.8,7,3,3,1.1,70,20,1.7,0.3,1.1,Browsing,3,7.1,7.2
4308,35,Female,8.3,6.8,83,8,0.5,5,8,1,0.8,35,15,1.1,1.7,1.1,Gaming,3,4.9,10.0
4309,15,Male,4.5,3.0,67,2,3.6,2,5,10,0.5,129,8,2.5,1.5,0.4,Other,2,7.2,10.0
4310,21,Female,5.4,9.8,85,1,0.2,8,7,6,0.9,20,18,3.2,0.6,1.0,Gaming,7,5.2,8.3
4311,67,Male,3.6,6.8,50,1,0.1,9,1,6,0.0,40,20,2.4,4.0,1.4,Other,2,5.3,10.0
4312,84,Other,3.0,10.0,84,3,1.9,8,2,3,1.4,119,19,2.6,0.5,1.1,Education,8,9.5,7.3
4313,6,Male,5.8,6.0,53,0,1.7,9,5,6,1.0,125,14,5.0,2.5,0.5,Browsing,2,5.3,10.0
4314,72,Female,4.1,6.7,56,5,0.8,2,9,7,1.0,121,12,4.9,4.0,1.2,Gaming,6,7.2,10.0
4315,47,Other,2.2,7.4,56,8,0.4,10,7,3,0.5,58,14,1.4,1.7,0.9,Gaming,9,6.1,5.6
4316,23,Male,5.3,6.1,90,2,1.3,6,8,4,0.1,141,12,2.0,3.1,1.7,Gaming,6,5.5,10.0
4317,10,Other,1.1,7.7,52,7,1.1,4,6,4,1.4,89,19,0.9,2.5,1.1,Gaming,3,6.3,6.2
4318,7,Other,5.6,6.8,78,2,0.0,10,3,5,1.3,125,11,1.3,1.7,1.1,Gaming,3,8.4,9.9
4319,60,Female,2.6,4.7,86,7,1.6,6,9,1,0.6,145,15,3.8,2.2,1.0,Browsing,2,6.4,10.0
4320,81,Other,5.1,3.3,69,4,0.8,9,8,2,1.5,65,15,2.7,2.6,1.9,Social Media,9,2.8,10.0
4321,87,Female,6.3,5.7,55,10,1.5,2,7,3,0.3,61,7,3.1,0.0,1.9,Gaming,2,5.2,9.2
4322,10,Male,6.5,5.5,64,5,0.0,6,10,5,0.0,67,14,2.4,0.3,0.6,Education,5,4.7,10.0
4323,61,Female,6.0,6.4,89,6,2.1,8,9,3,1.0,96,9,0.5,0.8,2.3,Social Media,8,5.4,7.8
4324,23,Female,7.9,5.2,84,9,0.3,3,7,3,0.5,108,12,3.0,2.1,1.5,Social Media,3,3.3,10.0
4325,79,Male,7.7,5.8,86,8,1.4,7,8,7,1.3,76,11,2.9,3.7,1.2,Browsing,5,8.6,10.0
4326,48,Male,6.2,7.3,65,5,0.8,2,10,7,0.7,41,7,2.8,2.3,0.2,Gaming,2,6.6,9.9
4327,62,Other,2.3,8.5,93,10,1.0,10,2,1,0.9,90,12,1.9,1.6,0.0,Browsing,8,6.1,5.8
4328,27,Other,5.2,8.5,82,5,1.1,3,1,8,0.0,58,15,2.0,3.1,1.4,Education,6,8.6,10.0
4329,69,Other,8.7,6.6,54,7,2.6,5,7,3,2.0,89,17,1.8,2.6,1.2,Gaming,7,1.3,10.0
4330,21,Other,3.9,5.9,95,0,0.0,7,3,9,1.4,69,6,1.5,2.3,2.6,Social Media,7,5.5,7.3
4331,88,Male,4.0,9.5,58,10,1.0,7,4,9,0.7,31,12,2.1,2.9,1.0,Gaming,9,10.3,7.3
4332,48,Other,4.5,5.1,95,6,0.2,9,5,10,1.0,20,19,2.7,0.9,1.2,Gaming,4,4.0,9.8
4333,52,Female,6.6,6.2,92,6,0.8,7,2,2,0.9,106,13,3.2,0.1,0.0,Education,4,3.8,10.0
4334,37,Other,7.5,5.3,86,1,0.5,9,3,3,1.5,135,6,2.5,0.0,0.2,Other,7,5.4,10.0
4335,17,Male,3.9,8.2,97,8,0.3,2,4,7,0.5,35,19,2.1,0.0,1.0,Browsing,4,7.1,6.4
4336,77,Other,5.1,5.8,100,10,1.8,2,10,6,0.0,123,20,1.8,2.5,0.6,Social Media,10,6.5,10.0
4337,80,Male,0.6,9.9,68,4,1.5,1,1,8,0.6,82,19,1.4,1.5,0.7,Browsing,7,6.2,4.0
4338,58,Male,4.0,3.8,92,2,1.0,8,4,6,1.8,123,7,4.2,2.6,1.1,Education,5,2.7,10.0
4339,9,Other,4.2,6.4,84,6,1.4,4,8,10,1.1,86,5,2.1,0.0,1.0,Social Media,3,3.7,5.8
4340,76,Male,7.1,4.6,72,8,0.0,6,2,7,0.6,109,18,3.1,1.5,1.4,Education,1,5.6,10.0
4341,12,Female,8.1,5.2,82,0,0.1,7,9,5,1.8,70,19,3.0,0.9,0.1,Education,8,5.3,10.0
4342,96,Other,5.2,7.5,98,5,0.7,6,7,5,0.6,115,11,2.4,1.3,1.7,Social Media,1,7.2,9.6
4343,24,Female,2.3,4.3,56,4,0.2,10,8,6,1.0,72,10,2.1,2.1,2.6,Social Media,3,6.1,7.8
4344,4,Male,7.0,5.7,52,4,2.0,10,1,7,1.2,30,19,1.8,2.4,1.3,Browsing,3,9.1,10.0
4345,97,Other,5.8,4.8,62,9,0.0,5,1,9,0.9,28,13,4.4,1.8,1.5,Other,1,11.1,10.0
4346,9,Other,6.0,4.3,97,10,0.8,5,9,7,0.1,33,17,4.2,1.0,0.5,Education,3,7.4,10.0
4347,40,Male,3.0,6.1,74,4,1.2,2,9,7,0.0,63,17,0.7,3.2,1.9,Gaming,6,5.4,8.5
4348,68,Male,6.5,6.3,99,9,1.1,1,2,6,1.2,110,17,2.2,0.8,0.5,Education,2,2.9,10.0
4349,16,Other,5.2,5.8,97,4,0.8,9,8,5,1.6,149,7,3.0,2.2,0.2,Gaming,4,7.6,10.0
4350,31,Female,3.2,6.5,89,8,1.1,10,10,2,0.6,61,20,1.9,0.8,1.4,Social Media,4,6.4,7.9
4351,17,Other,6.6,5.4,91,6,1.4,6,6,7,1.3,137,17,0.2,2.0,1.8,Other,8,10.0,10.0
4352,88,Other,5.4,7.6,51,0,0.8,1,9,1,1.5,21,5,1.9,3.6,0.7,Browsing,7,6.3,8.5
4353,69,Male,4.2,8.1,85,9,2.3,5,2,9,0.9,85,17,2.7,3.0,0.8,Browsing,3,5.3,10.0
4354,13,Male,7.2,6.7,62,7,1.1,7,6,3,1.0,32,15,3.2,0.2,1.9,Gaming,3,3.9,10.0
4355,4,Male,4.4,4.7,80,9,1.4,10,5,10,1.2,146,12,3.0,1.9,1.2,Gaming,1,7.2,10.0
4356,91,Male,7.9,5.7,89,4,0.8,1,2,6,1.6,97,10,1.9,1.7,1.1,Social Media,10,4.9,10.0
4357,13,Other,4.7,4.7,51,7,0.0,4,7,9,1.2,140,10,2.4,0.0,0.5,Browsing,1,3.4,9.6
4358,57,Other,4.1,8.3,85,1,0.2,3,9,7,0.6,39,6,2.6,1.5,0.4,Gaming,1,5.9,6.0
4359,72,Male,6.6,4.9,60,8,0.0,2,1,8,1.3,86,6,3.5,2.5,0.9,Social Media,6,5.0,10.0
4360,36,Female,5.9,9.1,72,0,1.2,2,4,6,1.0,108,18,3.1,0.0,1.4,Browsing,2,4.4,10.0
4361,32,Female,7.8,8.6,60,1,0.5,7,4,2,1.7,80,6,4.0,1.4,0.7,Gaming,7,7.2,10.0
4362,97,Male,2.5,7.0,96,2,1.2,4,10,8,0.5,134,10,2.6,1.6,1.0,Social Media,2,5.8,7.9
4363,16,Other,6.4,8.3,80,5,1.4,5,7,7,0.8,45,12,3.8,1.4,2.1,Social Media,7,5.6,10.0
4364,99,Other,4.2,7.5,75,1,2.6,4,4,10,1.4,72,16,0.6,1.4,1.2,Gaming,1,4.4,7.1
4365,68,Other,4.0,6.5,67,9,1.8,6,1,1,1.2,133,11,2.4,0.0,0.8,Social Media,1,5.5,8.0
4366,11,Other,6.4,5.0,90,7,0.8,8,4,1,0.8,121,16,1.8,1.0,1.9,Other,5,7.5,10.0
4367,71,Other,6.3,6.7,77,9,0.0,9,6,7,0.6,131,17,2.3,2.4,1.1,Browsing,2,3.7,10.0
4368,40,Other,5.1,7.2,52,8,2.0,3,10,3,1.8,74,12,2.9,1.3,1.7,Gaming,1,6.1,9.6
4369,24,Other,5.8,5.4,83,10,0.0,3,6,3,1.4,104,14,0.0,0.5,1.2,Social Media,1,4.9,8.5
4370,15,Male,7.5,10.0,71,3,0.6,4,4,8,0.4,109,12,0.8,1.3,2.8,Other,1,10.0,9.2
4371,98,Male,5.1,6.9,83,1,1.5,3,1,8,1.7,110,10,3.4,1.5,0.7,Gaming,2,6.0,10.0
4372,2,Female,4.3,6.7,78,3,1.7,6,1,9,1.1,43,15,3.7,0.4,1.2,Education,3,7.0,8.9
4373,92,Male,3.3,7.4,93,10,0.8,6,1,7,0.1,97,19,1.9,0.8,0.0,Other,10,2.4,8.0
4374,7,Female,2.9,7.0,75,5,0.4,2,1,5,1.3,34,20,0.7,2.1,0.5,Browsing,6,5.7,6.9
4375,40,Other,5.4,5.4,88,0,1.1,10,9,9,1.5,61,17,1.0,2.1,1.8,Gaming,5,4.9,10.0
4376,81,Male,1.4,4.9,94,10,0.2,7,10,3,1.0,61,11,4.0,0.1,1.6,Social Media,5,3.2,6.5
4377,17,Female,8.5,5.0,53,4,0.0,9,1,9,1.2,127,16,2.8,2.0,0.0,Education,5,5.7,10.0
4378,55,Male,3.0,4.8,98,3,1.4,4,10,9,0.0,20,5,2.6,0.4,0.4,Gaming,10,9.3,5.0
4379,86,Male,4.8,6.5,51,1,0.7,9,2,3,1.4,146,16,2.0,3.0,1.5,Other,7,6.6,10.0
4380,59,Male,3.3,6.8,90,4,1.0,6,5,2,1.1,36,9,0.9,0.8,0.4,Browsing,7,8.0,4.1
4381,32,Male,4.8,4.9,91,0,3.0,4,10,10,1.3,71,8,3.9,2.9,0.8,Social Media,6,9.9,10.0
4382,13,Female,2.1,7.8,66,7,0.0,5,4,3,0.3,48,14,0.7,2.4,1.6,Social Media,2,8.2,5.1
4383,76,Female,6.0,7.1,55,2,0.0,9,9,10,0.5,134,20,1.5,2.2,0.0,Education,10,4.3,10.0
4384,3,Male,6.9,6.9,91,7,0.0,3,10,6,0.7,130,18,3.5,0.5,0.3,Social Media,1,6.3,10.0
4385,12,Male,7.1,5.3,51,7,1.8,2,9,5,0.9,148,10,2.0,0.9,1.6,Other,2,4.1,10.0
4386,38,Male,3.4,5.8,73,8,2.0,6,10,7,1.2,128,14,2.4,1.7,1.9,Browsing,4,7.8,10.0
4387,22,Other,10.1,6.2,93,6,0.9,1,2,4,1.3,133,20,1.5,2.1,1.2,Browsing,3,7.1,10.0
4388,11,Female,2.6,6.0,77,0,1.3,10,4,10,1.2,94,15,1.4,1.9,1.9,Browsing,9,6.7,7.8
4389,13,Male,5.3,8.7,91,2,2.2,6,7,8,1.1,146,15,2.3,2.5,1.0,Other,5,7.8,10.0
4390,26,Other,2.0,6.1,55,7,0.0,1,9,9,1.6,87,19,2.2,0.0,1.3,Browsing,4,7.1,6.7
4391,79,Male,5.8,6.3,95,7,1.9,1,5,1,1.8,123,18,2.8,2.1,0.1,Social Media,9,5.8,10.0
4392,84,Male,3.3,9.1,66,9,0.0,1,1,8,0.8,27,6,2.5,1.6,1.8,Other,10,7.2,4.6
4393,77,Other,5.9,6.6,54,10,1.6,10,10,6,1.1,29,12,2.2,0.0,0.2,Gaming,5,3.5,7.8
4394,26,Male,5.6,3.9,89,5,1.5,3,3,4,1.0,100,19,3.5,2.1,0.0,Education,5,7.5,10.0
4395,36,Male,5.0,8.7,93,8,0.0,7,5,2,1.3,119,15,1.4,2.0,1.5,Education,3,5.3,9.4
4396,51,Other,4.4,5.3,55,2,1.5,3,5,7,0.9,120,12,2.0,2.1,1.5,Browsing,6,10.2,10.0
4397,27,Male,1.8,4.7,87,1,0.3,2,5,10,0.6,24,14,2.2,0.0,0.0,Social Media,9,5.7,4.9
4398,100,Male,9.4,4.1,72,8,0.4,10,8,1,1.2,109,12,1.4,2.7,1.3,Other,3,7.9,10.0
4399,99,Other,7.2,6.0,65,1,0.7,10,7,4,1.4,142,12,2.4,1.5,0.0,Education,10,4.9,10.0
4400,69,Male,0.4,9.0,79,9,0.6,2,2,9,0.7,36,14,3.0,2.0,0.7,Education,7,8.5,4.4
4401,58,Female,2.3,5.6,60,6,0.7,2,5,4,1.0,149,18,0.8,1.8,0.4,Gaming,1,6.0,8.7
4402,88,Female,6.0,5.4,62,6,1.1,6,6,1,1.1,79,20,2.1,0.6,1.2,Education,7,5.2,10.0
4403,66,Male,5.7,6.2,73,6,1.5,6,3,8,1.4,64,20,3.5,2.3,1.0,Other,8,7.4,10.0
4404,14,Other,1.4,6.9,56,10,1.6,7,5,4,1.1,103,7,1.9,0.0,1.4,Education,3,3.3,3.3
4405,8,Male,5.5,7.0,73,10,0.5,1,4,8,1.1,102,16,2.8,1.4,1.8,Other,9,2.5,10.0
4406,19,Male,4.8,7.1,100,4,1.3,1,5,6,0.8,36,12,2.1,0.0,0.0,Education,3,5.1,6.5
4407,71,Female,6.2,7.8,57,5,1.3,9,6,5,0.6,75,16,2.9,0.0,0.4,Other,3,5.4,9.9
4408,76,Other,4.7,5.9,56,4,0.7,6,4,8,0.8,73,5,2.1,2.5,0.9,Other,5,2.0,8.8
4409,57,Male,5.9,6.5,75,2,0.1,6,3,3,1.2,63,7,2.8,1.4,0.4,Other,6,8.0,9.5
4410,94,Female,7.3,6.0,96,4,1.2,4,9,7,1.6,118,18,1.6,2.1,1.0,Browsing,5,6.0,10.0
4411,57,Female,0.0,8.8,95,10,1.9,6,1,5,0.6,21,18,3.6,1.4,1.0,Browsing,4,6.2,4.6
4412,75,Other,6.1,6.5,92,7,0.7,10,10,6,1.2,103,17,1.5,2.4,0.6,Browsing,9,3.7,10.0
4413,9,Female,5.0,4.3,58,6,1.3,10,3,6,0.1,55,12,1.5,4.0,2.0,Education,7,6.2,10.0
4414,46,Female,3.5,5.7,59,9,0.9,5,2,1,1.2,105,10,2.1,1.7,0.7,Gaming,9,6.6,8.5
4415,80,Female,4.4,4.1,96,5,1.6,10,7,1,1.8,90,12,2.0,1.0,1.2,Education,4,4.8,9.6
4416,37,Other,5.1,6.2,84,3,1.0,7,5,2,0.2,22,18,2.2,2.3,0.9,Other,9,6.6,10.0
4417,68,Male,6.7,5.8,52,0,1.0,9,10,6,1.0,43,16,2.5,1.6,0.8,Other,9,5.5,10.0
4418,76,Female,8.9,7.2,87,9,1.4,3,2,5,1.4,21,7,2.6,1.3,0.8,Education,4,5.9,10.0
4419,58,Other,3.9,8.8,80,3,0.1,10,3,1,0.8,81,20,3.2,1.5,1.7,Social Media,2,5.0,9.8
4420,43,Female,6.3,7.9,76,3,2.0,9,2,9,0.7,140,20,2.8,2.6,0.0,Gaming,9,8.4,10.0
4421,3,Male,5.2,3.0,54,5,1.8,6,2,6,1.3,95,12,1.4,2.8,1.1,Browsing,2,8.9,10.0
4422,95,Male,1.6,5.8,79,4,2.0,4,9,6,0.9,126,6,3.1,0.1,0.0,Other,10,5.8,5.6
4423,94,Male,3.6,4.4,66,1,0.6,3,8,7,1.5,61,12,1.1,0.3,0.3,Gaming,2,7.6,6.4
4424,85,Other,3.9,6.4,87,8,1.1,4,2,6,0.7,82,20,2.5,1.9,1.7,Gaming,2,3.0,10.0
4425,58,Other,3.7,5.1,56,1,1.7,1,10,2,0.8,99,6,1.7,1.7,1.6,Other,4,7.6,7.7
4426,38,Female,6.4,5.7,50,10,0.3,5,10,4,0.8,117,18,3.1,2.8,2.0,Other,1,1.9,10.0
4427,38,Other,2.7,4.7,69,10,0.0,1,8,4,1.4,59,14,1.9,1.2,1.0,Gaming,9,5.3,7.4
4428,94,Female,8.7,7.6,63,1,1.2,8,10,8,1.7,142,16,1.3,0.1,0.0,Social Media,1,5.4,10.0
4429,47,Female,6.4,5.1,93,5,0.5,4,9,1,1.5,112,13,1.0,1.0,0.0,Other,10,7.4,10.0
4430,89,Male,6.7,9.9,54,1,0.9,9,10,10,0.8,43,17,2.9,1.0,0.0,Education,3,8.7,9.9
4431,74,Male,8.0,5.0,60,7,0.7,4,2,10,0.7,127,6,1.9,2.2,0.6,Browsing,2,5.2,10.0
4432,72,Male,6.1,4.9,50,6,1.0,3,3,9,1.1,25,6,2.4,1.6,0.0,Gaming,10,2.5,9.3
4433,89,Female,5.4,3.0,76,0,1.7,9,8,8,0.9,58,8,1.2,3.1,0.0,Gaming,9,4.3,10.0
4434,72,Other,5.3,5.7,75,9,0.0,5,8,10,1.9,33,6,2.2,1.0,2.1,Gaming,9,7.5,7.5
4435,90,Male,7.2,6.1,59,7,1.7,6,5,8,1.5,88,14,2.2,3.1,0.4,Social Media,4,9.3,10.0
4436,73,Other,4.1,6.8,92,10,2.5,5,8,10,1.3,24,7,2.1,1.2,0.8,Browsing,5,6.7,5.9
4437,30,Male,4.7,6.5,96,1,1.0,1,5,10,0.9,118,20,3.1,2.6,1.7,Browsing,3,6.6,10.0
4438,2,Other,3.0,7.7,71,1,0.5,9,10,3,1.0,21,20,2.9,1.8,0.0,Browsing,7,3.8,8.3
4439,32,Female,4.9,9.1,90,9,0.2,5,5,10,1.4,47,13,2.5,3.0,0.8,Browsing,6,5.4,9.4
4440,76,Other,5.6,7.8,53,0,1.2,8,5,1,0.5,65,9,3.5,1.4,0.3,Gaming,8,1.6,9.7
4441,48,Male,4.6,8.4,93,7,0.8,9,5,1,0.6,25,8,2.9,1.1,1.3,Education,4,4.6,6.5
